aa: /ɑː/ aa
lou: /luː/ (人名) 卢
loud: /laʊd/ 大声的
louder: /ˈlaʊdər/ 更大的声音
loudly: /ˈlaʊdli/ 大声地
loudness: /ˈlaʊdnəs/ 响度
louella: /luˈɛlə/ (人名) 卢埃拉
louie: /ˈluːi/ (人名) 路易
louis: /ˈluːɪs/ (人名) 路易
louisiana: /ˌluːiziˈænə/ 路易斯安那州
lousy: /ˈlaʊzi/ 糟糕的
love: /lʌv/ 爱
loved: /lʌvd/ 被爱，爱过的
lovelace: /ˈlʌvˌleɪs/ (人名) 洛夫莱斯
lovely: /ˈlʌvli/ 可爱的
lovers: /ˈlʌvərz/ 爱人
loving: /ˈlʌvɪŋ/ 爱着的
lovitz: /ˈlɒvɪts/ (人名) 洛维茨
lovk: /lɒvk/ (人名) 洛夫克
low: /ləʊ/ 低的
lowc: /loʊsiː/ 低成本的
lower: /ˈləʊər/ 更低的，降低
lowercase: /ˈləʊərˌkeɪs/ 小写的
lowered: /ˈləʊərd/ 降低的（过去式）
lowering: /ˈləʊərɪŋ/ 正在降低
lowest: /ˈləʊɪst/ 最低的
lowincome: /ˈloʊˈɪnkʌm/ 低收入的
lowlands: /ˈləʊlændz/ 低地
lows: /ləʊz/ 低点（复数）
loyal: /ˈlɔɪəl/ 忠诚的
loyalist: /ˈlɔɪəlɪst/ 效忠者
loyalists: /ˈlɔɪəlɪsts/ 效忠者们
loyalty: /ˈlɔɪəlti/ 忠诚
ls:  /ˈɛlˈɛs/ (缩写) 列表
lth:  /ˈɛlˈtiːˈeɪtʃ/ (缩写) 長度、寬度、高度
lto: /ˈɛlˈtiːˈoʊ/ (缩写)长期订单
lts:  /ˈɛlˈtiːˈɛs/ (缩写) 長期儲存
lu: /luː/ (人名) 陆
luan: /luːˈɑːn/ (人名) 卢安
lubbe: /ˈlʊbə/ (人名) 卢贝
lubeck: /ˈluːbɛk/ 吕贝克
lublin: /ˈlʊblɪn/ 卢布林
lubricant: /ˈluːbrɪkənt/ 润滑剂
lucas: /ˈluːkəs/ (人名) 卢卡斯
luchia: /luːˈtʃiːə/ (人名) 露琪亚
lucian: /ˈluːʃən/ (人名) 卢西恩
lucifer: /ˈluːsɪfər/ 路西法
lucilla: /luːˈsɪlə/ (人名) 卢西拉
lucitania: /ˌluːsɪˈteɪniə/  卢西塔尼亚
lucius: /ˈluːʃəs/ (人名) 卢修斯
luck: /lʌk/ 运气
luckily: /ˈlʌkɪli/ 幸运地
lucky: /ˈlʌki/ 幸运的
lucrative: /ˈluːkrətɪv/ 有利可图的
ludendorff: /ˈlʊdəndɔːrf/ (人名) 鲁登道夫
ludig: /ˈlʊdɪɡ/ (人名) 卢迪格
ludvic: /ˈlʊdvɪk/ (人名) 路德维克
ludvig: /ˈlʊdvɪɡ/ (人名) 路德维格
ludwood: /ˈlʌdwʊd/ (人名) 卢德伍德
luftwaffe: /ˈlʊftˌvɑːfə/ 德国空军
luian: /luˈaɪən/ (人名) 卢安
luin: /luːɪn/ (人名) 卢因
luitpold: /ˈluːɪtˌpoʊld/ (人名) 路易特波尔德
lula: /ˈluːlə/ (人名) 卢拉
lull: /lʌl/ 平息，平静
lumber: /ˈlʌmbər/ 木材，笨重地移动
lumbering: /ˈlʌmbərɪŋ/ 笨重的
lumen: /ˈluːmən/ 流明
lumier: /luːˈmɪr/ (人名) 吕米埃尔
lumin: /ˈluːmɪn/  (人名) 卢明
luminance: /ˈluːmɪnəns/ 光亮度
luna: /ˈluːnə/ 月球
lunar: /ˈluːnər/ 月球的
lunatic: /ˈluːnətɪk/ 疯子
lunch: /lʌntʃ/ 午餐
lunchtime: /ˈlʌntʃˌtaɪm/ 午餐时间
lung: /lʌŋ/ 肺
lungs: /lʌŋz/ 肺（复数）
lurching: /ˈlɜːrtʃɪŋ/ 蹒跚的
lure: /lʊr/ 引诱
lured: /lʊrd/ 引诱的（过去式）
lurkers: /ˈlɜːrkərz/ 潜伏者
lurp: /lɜːrp/ 混蛋
lus: /lʌs/ (缩写) 卢瑟
lust: /lʌst/ 欲望
luthan: /ˈluːθən/ (人名) 卢森
luther: /ˈluːθər/ (人名) 路德
luthian: /luˈθiən/ (人名) 卢西安
luthor: /ˈluːθɔːr/ (人名) 卢瑟
luus: /luːs/ (人名) 卢斯
lux: /lʌks/ 勒克斯
luxembourg: /ˈlʌksəmbɜːɡ/ 卢森堡
luxotica: /lʌkˈzɒtɪkə/  (品牌) 陆逊梯卡
luxurious: /lʌɡˈzjʊəriəs/ 奢华的
luxury: /ˈlʌkʃəri/ 奢侈
lvia: /ˈɛlviːə/ (人名) 卢维娅
lw:  /ˈɛlˈdʌbəljuː/ (缩写) 長度、寬度
ly: /laɪ/ (缩写) 莱
lyen: /ˈlaɪən/ (人名) 莱恩
lying: /ˈlaɪɪŋ/ 躺着，撒谎
lyle: /laɪl/ (人名) 莱尔
lyn: /lɪn/ (人名) 林
lynch: /lɪntʃ/ 私刑处死
lynn: /lɪn/ (人名) 林恩
lyons: /ˈlaɪənz/ 里昂
lyric: /ˈlɪrɪk/ 抒情的，歌词
lyrics: /ˈlɪrɪks/ 歌词（复数）
lysander: /laɪˈsændər/ (人名) 莱桑德
ma: /mɑː/ 妈
maang: /mɑːŋ/ (人名) 马昂
maath: /mɑːθ/ (人名) 马斯
maau: /mɑːʊ/ (人名) 马奥
mabel: /ˈmeɪbəl/ (人名) 梅布尔
mablung: /ˈmæblʌŋ/ (人名) 马布隆
mac: /mæk/ (缩写) 麦克
macani: /mæˈkæni/ (人名) 马卡尼
macarthur: /məkˈɑːrθər/ (人名) 麦克阿瑟
macbeth: /məkˈbɛθ/ (人名) 麦克白
mace: /meɪs/ 狼牙棒
macedon: /ˈmæsɪdən/ 马其顿
macedonia: /ˌmæsɪˈdoʊniə/ 马其顿
macedonian: /ˌmæsɪˈdoʊniən/ 马其顿的，马其顿人
macedonians: /ˌmæsɪˈdoʊniənz/ 马其顿人（复数）
machi: /ˈmɑːtʃi/ (人名) 马奇
machinations: /ˌmækɪˈneɪʃənz/ 阴谋
machine: /məˈʃiːn/ 机器
machinery: /məˈʃiːnəri/ 机器
machines: /məˈʃiːnz/ 机器（复数）
mackel: /ˈmækəl/ (人名) 马克尔
macro: /ˈmækroʊ/ 宏观的
macroon: /mɑːˈkruːn/ (食物) 马卡龙
macros: /ˈmækroʊz/ 宏（复数）
macroscopic: /ˌmækroʊˈskɒpɪk/ 宏观的
mad: /mæd/ 疯狂的
madagascar: /ˌmædəˈɡæskər/ 马达加斯加
madam: /ˈmædəm/ 女士
madame: /məˈdɑːm/ 女士（法语）
madavar: /ˈmædəvɑːr/ (人名) 马达瓦尔
made: /meɪd/ 制造的（过去式）
madison: /ˈmædɪsən/ (地名) 麦迪逊
madness: /ˈmædnəs/ 疯狂
madonna: /məˈdɒnə/ (人名) 麦当娜
madora: /məˈdɔːrə/ (人名) 马多拉
maen: /meɪn/ (人名) 梅恩
maestro: /ˈmaɪstroʊ/ 大师，指挥家
maga: /ˈmeɪɡə/ (缩写) 再一次伟大
magar: /ˈmɑːɡɑːr/ 马加尔人
magars: /ˈmɑːɡɑːrz/ 马加尔人（复数）
magazine: /ˌmæɡəˈziːn/ 杂志
magazines: /ˌmæɡəˈziːnz/ 杂志（复数）
magdalena: /ˌmæɡdəˈliːnə/ (人名) 马格达莱纳
magi: /ˈmeɪdʒaɪ/ (复数) 魔法师
magic: /ˈmædʒɪk/ 魔法
magica: /ˈmædʒɪkə/ (人名) 玛吉卡
magical: /ˈmædʒɪkəl/ 神奇的
magically: /ˈmædʒɪkli/ 神奇地
magics: /ˈmædʒɪks/ 魔法（复数）
maginot: /ˈmæʒɪnoʊ/ 马奇诺
magistrate: /ˈmædʒɪstreɪt/ 地方法官
magistrates: /ˈmædʒɪstreɪts/ 地方法官们
magnet: /ˈmæɡnɪt/ 磁铁
magnetic: /mæɡˈnɛtɪk/ 有磁性的
magnetism: /ˈmæɡnɪtɪzəm/ 磁性
magnificence: /mæɡˈnɪfɪsəns/ 壮丽
magnificent: /mæɡˈnɪfɪsənt/ 壮丽的
magnifying: /ˈmæɡnɪfaɪɪŋ/ 放大的
magnitude: /ˈmæɡnɪtjuːd/ 大小
magnopus: /ˈmæɡnəˌpɒs/  (公司名)  迈克诺普
magnus: /ˈmæɡnəs/ (人名) 马格纳斯
magor: /ˈmeɪɡɔːr/ (人名) 梅戈尔
mah: /mɑː/ (感叹词) 唉
mahabarata: /məˌhɑːˈbɑːrətə/ 《摩诃婆罗多》
mahajanapadas: /məˌhɑːdʒɑːnəˈpɑːdəs/ (古代印度)十六雄国
mahong: /ˈmɑːhɒŋ/ (人名) 马宏
maiden: /ˈmeɪdn/ 少女
mail: /meɪl/ 邮件
mailed: /meɪld/ 邮寄的（过去式）
maimed: /meɪmd/ 残废的
main: /meɪn/ 主要的
maine: /meɪn/ (地名) 缅因州
mainframe: /ˈmeɪnfreɪm/ 大型机
maing: /meɪŋ/ (人名) 梅恩
mainland: /ˈmeɪnlænd/ 大陆
mainly: /ˈmeɪnli/ 主要地
maino: /ˈmaɪnoʊ/ (人名) 马伊诺
mainstay: /ˈmeɪnsteɪ/ 支柱
mainstream: /ˈmeɪnstriːm/ 主流
maintain: /meɪnˈteɪn/ 保持
maintainable: /meɪnˈteɪnəbəl/ 可维护的
maintained: /meɪnˈteɪnd/ 保持的（过去式）
maintaining: /meɪnˈteɪnɪŋ/ 正在保持
maintains: /meɪnˈteɪnz/ 保持（第三人称单数）
maintenance: /ˈmeɪntənəns/ 维护
majestic: /məˈdʒɛstɪk/ 雄伟的
majesty: /ˈmædʒɪsti/ 威严
majino: /ˈmɑːdʒɪnoʊ/ (人名) 马吉诺
major: /ˈmeɪdʒər/ 主要的，少校
majority: /məˈdʒɔːrɪti/ 大多数
majors: /ˈmeɪdʒərz/ 主要的（复数）
majuba: /məˈdʒuːbə/ (地名) 马朱巴
majun: /məˈdʒʌn/ 马俊
mak: /mæk/ (人名) 麦克
makabayan: /məˈkɑːbɑːjɑːn/  (菲律宾语) 爱国者
make: /meɪk/ 制造，使
maker: /ˈmeɪkər/ 制造者
makers: /ˈmeɪkərz/ 制造者们
makes: /meɪks/ 制造（第三人称单数）
makeshift: /ˈmeɪkʃɪft/ 临时的
makeup: /ˈmeɪkˌʌp/ 化妆，组成
maki: /ˈmɑːki/ (人名) 马基
making: /ˈmeɪkɪŋ/ 正在制造
mal: /mæl/ (前缀) 坏的
mala: /ˈmɑːlə/ (人名) 马拉
malaise: /məˈleɪz/ 不适
malaky: /ˈmɑːləki/ (人名) 马拉基
malala: /məˈlɑːlə/ (人名) 马拉拉
malaria: /məˈlɛəriə/ 疟疾
malati: /məˈlɑːti/ (人名) 马拉蒂
malay: /məˈleɪ/ 马来人，马来语
malaya: /məˈleɪə/ 马来亚
malays: /məˈleɪz/ 马来人（复数）
malaysia: /məˈleɪʒə/ 马来西亚
male: /meɪl/ 男性的
maleo: /ˈmɑːleɪoʊ/ (动物) 冢雉
males: /meɪlz/ 男性（复数）
malformed: /ˌmælˈfɔːrmd/ 畸形的
malfunction: /ˌmælˈfʌŋkʃən/ 故障
malice: /ˈmælɪs/ 恶意
maliciously: /məˈlɪʃəsli/ 恶意地
malignant: /məˈlɪɡnənt/ 恶性的
malika: /məˈliːkə/ (人名) 马利卡
malnourished: /ˌmælˈnʌrɪʃt/ 营养不良的
malta: /ˈmɔːltə/ 马耳他
malvern: /ˈmɔːlvərn/ 马尔文
mama: /ˈmɑːmə/ 妈妈
mamluk: /ˈmæmlʊk/ 马穆鲁克
mammals: /ˈmæməlz/ 哺乳动物
mammed: /mæmd/ 哺乳过的
mamory: /ˈmeɪməri/ (人名) 马莫里
mamp: /mæmp/  (俚语) (缩写) 大块
man: /mæn/ 男人
mana: /ˈmɑːnə/ (超自然) 法力
manage: /ˈmænɪdʒ/ 管理
manageable: /ˈmænɪdʒəbəl/ 可管理的
managed: /ˈmænɪdʒd/ 管理的（过去式）
management: /ˈmænɪdʒmənt/ 管理
manager: /ˈmænɪdʒər/ 经理
manages: /ˈmænɪdʒɪz/ 管理（第三人称单数）
managing: /ˈmænɪdʒɪŋ/ 正在管理
mananan: /məˈnɑːnɑːn/  (人名) 马纳南
manans: /ˈmɑːˌnɑːnz/ 马南斯
mancala: /ˈmæŋkələ/ (棋类) 非洲播棋
manchuko: /ˌmɑːnˈtʃuːkoʊ/ 满洲国
manchuria: /mænˈtʃʊəriə/ 满洲
manchurian: /mænˈtʃʊəriən/ 满洲的，满洲人
manchurians: /mænˈtʃʊəriənz/ 满洲人（复数）
manchus: /ˈmæntʃuːz/ 满族人
mandalorian: /ˌmændəˈlɔːriən/ (虚构) 曼达洛人
mandate: /ˈmændeɪt/ 授权
mandich: /ˈmændɪtʃ/ (人名) 曼迪奇
mandolin: /ˌmændəˈlɪn/ 曼陀林
mandor: /ˈmændɔːr/ (人名) 曼多
mandos: /ˈmændoʊs/ (人名) 曼多斯
maneuver: /məˈnuːvər/ 演习，操纵
maneuvered: /məˈnuːvərd/ 演习过的（过去式）
maneuvering: /məˈnuːvərɪŋ/ 正在演习
maneuvers: /məˈnuːvərz/ 演习（复数）
manfred: /ˈmænfred/ (人名) 曼弗雷德
mango: /ˈmæŋɡoʊ/ 芒果
mangudai: /ˈmæŋɡʊdaɪ/ (历史) 蒙古游骑兵
manhattan: /mænˈhætən/ 曼哈顿
manhood: /ˈmænhʊd/ 成年
mania: /ˈmeɪniə/ 狂热
maniacs: /ˈmeɪniæks/ 疯子
manibus: /ˈmænɪbəs/ (拉丁语) 手
manifest: /ˈmænɪfɛst/ 明显的，显示
manifestation: /ˌmænɪfɛsˈteɪʃən/ 表现
manifestations: /ˌmænɪfɛsˈteɪʃənz/ 表现（复数）
manifested: /ˈmænɪfɛstɪd/ 显示的（过去式）
manifesto: /ˌmænɪˈfɛstoʊ/ 宣言
manila: /məˈnɪlə/ 马尼拉
manipulate: /məˈnɪpjʊleɪt/ 操纵
manipulated: /məˈnɪpjʊleɪtɪd/ 操纵的（过去式）
manipulating: /məˈnɪpjʊleɪtɪŋ/ 正在操纵
manipulation: /məˌnɪpjʊˈleɪʃən/ 操纵
manipulative: /məˈnɪpjʊlətɪv/ 操纵的
manipulator: /məˈnɪpjʊleɪtər/ 操纵者
mankind: /ˌmænˈkaɪnd/ 人类
manliker: /ˈmænˌlaɪkər/ (俚语)男人婆
manliness: /ˈmænlɪnəs/ 男子气概
mann: /mæn/ (人名) 曼
manned: /mænd/ 载人的
mannequin: /ˈmænɪkɪn/ 人体模型
manner: /ˈmænər/ 方式
manners: /ˈmænərz/ 礼仪
manning: /ˈmænɪŋ/ 配备人员
manpower: /ˈmænpaʊər/ 人力
manslaughter: /ˈmænˌslɔːtər/ 过失杀人
manstein: /ˈmænstaɪn/ (人名) 曼施泰因
mansur: /mænˈsʊr/ (人名) 曼苏尔
mantle: /ˈmæntl/ 披风
manu: /ˈmɑːnuː/ (人名) 马努
manua: /ˈmɑːnuːə/ (人名) 马努阿
manual: /ˈmænjʊəl/ 手册
manually: /ˈmænjʊəli/ 手动地
manuel: /mɑːˈnwɛl/ (人名) 马努埃尔
manufacture: /ˌmænjʊˈfækʧər/ 制造
manufactured: /ˌmænjʊˈfækʧərd/ 制造的（过去式）
manufacturer: /ˌmænjʊˈfækʧərər/ 制造商
manufacturers: /ˌmænjʊˈfækʧərərz/ 制造商们
manufacturing: /ˌmænjʊˈfækʧərɪŋ/ 制造业
manura: /məˈnʊrə/ (人名) 马努拉
manus: /ˈmɑːnʊs/ (人名) 马努斯
manuscript: /ˈmænjʊskrɪpt/ 手稿
manuscripts: /ˈmænjʊskrɪpts/ 手稿（复数）
manwe: /ˈmɑːnweɪ/ (人名) 曼威
many: /ˈmɛni/ 许多
mao: /maʊ/ (人名) 毛
map: /mæp/ 地图
mapap: /ˈmɑːˌpæp/ (人名) 马帕普
mapmakers: /ˈmæpˌmeɪkərz/ 地图制作者
mapped: /mæpt/ 绘制地图的（过去式）
mapping: /ˈmæpɪŋ/ 测绘
mappings: /ˈmæpɪŋz/ 测绘（复数）
maps: /mæps/ 地图（复数）
mar: /mɑːr/ 破坏
mara: /ˈmɑːrə/ (人名) 马拉
maradas: /məˈrɑːdəs/ (人名) 马拉达斯
marata: /ˈmɑːrətə/ (人名) 马拉塔
marathon: /ˈmærəθən/ 马拉松
marauders: /məˈrɔːdərz/ 掠夺者
marble: /ˈmɑːrbl/ 大理石
marbles: /ˈmɑːrblz/ 大理石（复数）
marcel: /mɑːrˈsɛl/ (人名) 马塞尔
march: /mɑːrtʃ/ 三月，行军
marched: /mɑːrtʃt/ 行军的（过去式）
marches: /ˈmɑːrtʃɪz/ 行军（第三人称单数）
marching: /ˈmɑːrtʃɪŋ/ 正在行军
marco: /ˈmɑːrkoʊ/ (人名) 马可
marconi: /mɑːrˈkoʊni/ (人名) 马可尼
marcus: /ˈmɑːrkəs/ (人名) 马库斯
margarita: /ˌmɑːrɡəˈriːtə/ (人名) 玛格丽塔
margin: /ˈmɑːrdʒɪn/ 页边空白，边缘
marginal: /ˈmɑːrdʒɪnəl/ 边缘的
marginalized: /ˈmɑːrdʒɪnəˌlaɪzd/ 被边缘化的
margins: /ˈmɑːrdʒɪnz/ 页边空白（复数）
margo: /ˈmɑːrɡoʊ/ (人名) 玛戈
maria: /məˈriːə/ (人名) 玛丽亚
mariana: /ˌmæriˈɑːnə/ (人名) 马里亚纳
marianas: /ˌmæriˈɑːnəz/ 马里亚纳群岛
maribor: /ˈmɑːrɪbɔːr/ 马里博尔
marich: /ˈmɑːrɪtʃ/ (人名) 马里奇
marie: /məˈriː/ (人名) 玛丽
marine: /məˈriːn/ 海洋的，海军陆战队
mariner: /ˈmærɪnər/ 水手
mariners: /ˈmærɪnərz/ 水手（复数）
marines: /məˈriːnz/ 海军陆战队（复数）
marinus: /məˈraɪnəs/ (人名) 马里努斯
mario: /ˈmɑːrioʊ/ (人名) 马里奥
maritime: /ˈmærɪˌtaɪm/ 海事的
mark: /mɑːrk/ 标记
marked: /mɑːrkt/ 标记的（过去式）
markedly: /ˈmɑːrkɪdli/ 显著地
marker: /ˈmɑːrkər/ 标记物
markers: /ˈmɑːrkərz/ 标记物（复数）
market: /ˈmɑːrkɪt/ 市场
marketing: /ˈmɑːrkɪtɪŋ/ 营销
markedly: /ˈmɑːrkɪdli/ 显著地
marketplace: /ˈmɑːrkɪtˌpleɪs/ 市场
markets: /ˈmɑːrkɪts/ 市场（复数）
marking: /ˈmɑːrkɪŋ/ 标记
marks: /mɑːrks/ 标记（复数）
markv:  /ˈmɑːrkˈviː/ (缩写) 马克v
marley: /ˈmɑːrli/ (人名) 马利
maro: /ˈmɑːroʊ/ (人名) 马罗
marquee: /mɑːrˈkiː/ 大帐篷
marred: /mɑːrd/ 破坏的（过去式）
marriage: /ˈmærɪdʒ/ 婚姻
marriages: /ˈmærɪdʒɪz/ 婚姻（复数）
married: /ˈmærɪd/ 已婚的
marries: /ˈmæriz/ 结婚（第三人称单数）
marry: /ˈmæri/ 结婚
marrying: /ˈmæriɪŋ/ 正在结婚
mars: /mɑːrz/ 火星
marseille: /mɑːrˈseɪ/ 马赛
marshal: /ˈmɑːrʃəl/ 元帅
marshaled: /ˈmɑːrʃəld/ 集结的（过去式）
marshall: /ˈmɑːrʃəl/ (人名) 马歇尔
marshand: /ˈmɑːrʃænd/ (人名) 马尔尚
marshel: /ˈmɑːrʃəl/ (人名) 马歇尔
marshin: /ˈmɑːrʃɪn/ (人名) 马尔辛
marshland: /ˈmɑːrʃˌlænd/ 沼泽地
marshmallows: /ˈmɑːrʃˌmæləʊz/ 棉花糖
marshon: /ˈmɑːrʃən/ (人名) 马尚
marshy: /ˈmɑːrʃi/ 沼泽的
martha: /ˈmɑːrθə/ (人名) 玛莎
martial: /ˈmɑːrʃəl/ 军事的
martian: /ˈmɑːrʃən/ 火星人
martians: /ˈmɑːrʃənz/ 火星人（复数）
martin: /ˈmɑːrtɪn/ (人名) 马丁
martini: /mɑːrˈtiːni/ 马提尼
martius: /ˈmɑːrtiəs/ (人名) 马提乌斯
marty: /ˈmɑːrti/ (人名) 马蒂
martyred: /ˈmɑːrtɪrd/ 被迫害的
marup: /ˈmɑːrʌp/ (人名) 马鲁普
marvel: /ˈmɑːrvəl/ 奇迹
marvelous: /ˈmɑːrvələs/ 奇妙的
marvels: /ˈmɑːrvəlz/ 奇迹（复数）
marxist: /ˈmɑːrksɪst/ 马克思主义者
mary: /ˈmɛəri/ (人名) 玛丽
maryland: /ˈmɛrilənd/ 马里兰州
marzipan: /ˌmɑːrzɪˈpæn/ 杏仁蛋白软糖
masao: /ˈmɑːsɑːoʊ/ (人名) 正夫
mascaras: /mæsˈkærəz/ 睫毛膏
mascots: /ˈmæskɒts/ 吉祥物
masculine: /ˈmæskjʊlɪn/ 男性的
mash: /mæʃ/ 捣碎
mashed: /mæʃt/ 捣碎的（过去式）
mashup: /ˈmæʃʌp/ 混合物
mask: /mæsk/ 面具
masked: /mæskt/ 戴面具的（过去式）
masking: /ˈmæskɪŋ/ 正在掩盖
masks: /mæsks/ 面具（复数）
mass: /mæs/ 大量的，群众
massachusetts: /ˌmæsəˈtʃuːsɪts/ 马萨诸塞州
massacre: /ˈmæsəkər/ 大屠杀
massacred: /ˈmæsəkərd/ 被屠杀的（过去式）
massacres: /ˈmæsəkərz/ 大屠杀（复数）
massacring: /ˈmæsəˌkərɪŋ/ 正在屠杀
masses: /ˈmæsɪz/ 群众（复数）
massive: /ˈmæsɪv/ 大量的
massively: /ˈmæsɪ

masterer: /ˈmɑːstərə(r)/  掌握者
masterful: /ˈmɑːstərfəl/  熟练的，技艺精湛的
masterfully: /ˈmɑːstərfəli/  熟练地，精湛地
mastering: /ˈmɑːstərɪŋ/  掌握，精通
masteris:  /ˈmɑːstərɪs/ （无常用含义，可能是动词master的变形）
mastermind: /ˈmɑːstərmaɪnd/  主谋，策划者
masterminds: /ˈmɑːstərmaɪndz/  主谋们，策划者们
masterpiece: /ˈmɑːstəpiːs/  杰作，代表作
masterpieces: /ˈmɑːstəpiːsɪz/  杰作们，代表作们
masters: /ˈmɑːstərz/  大师们，硕士们
masturbation: /ˌmæstərˈbeɪʃən/  手淫
mata: /ˈmɑːtə/  （无常用含义，可能是人名或地名）
match: /mætʃ/  比赛，火柴，匹配
matcha: /ˈmætʃə/  抹茶
matchbox: /ˈmætʃbɒks/  火柴盒
matched: /mætʃt/  匹配的，配对的
matches: /ˈmætʃɪz/  比赛们，火柴们
matching: /ˈmætʃɪŋ/  匹配的，相配的
mate: /meɪt/  伙伴，配偶
matelis: /ˈmɑːtəlɪs/ （无常用含义，可能是人名）
mater: /ˈmeɪtər/  母亲，母体
material: /məˈtɪəriəl/  材料，物质
materialism: /məˈtɪəriəlɪzəm/  唯物主义
materialistic: /məˌtɪəriəˈlɪstɪk/  物质主义的，唯物主义的
materials: /məˈtɪəriəlz/  材料们
maternal: /məˈtɜːrnl/  母亲的，母性的
math: /mæθ/  数学
mathematical: /ˌmæθəˈmætɪkl/  数学的
mathematically: /ˌmæθəˈmætɪkli/  数学上
mathematician: /ˌmæθəməˈtɪʃn/  数学家
mathematicians: /ˌmæθəməˈtɪʃnz/  数学家们
mathematics: /ˌmæθəˈmætɪks/  数学
maths: /mæθs/  数学
matijevic: /ˈmɑːtiːˌjɛvɪk/  （人名）
mating: /ˈmeɪtɪŋ/  交配
mato: /ˈmɑːtoʊ/ （无常用含义，可能是人名或地名）
matrix: /ˈmeɪtrɪks/  矩阵
matsus: /ˈmɑːtsʊs/ （无常用含义，可能是人名）
matteo: /ˈmætˌeɪoʊ/  （人名）
matter: /ˈmætər/  事情，物质
matters: /ˈmætərz/  事情们
matthew: /ˈmæθjuː/  （人名）
matukas: /ˈmætʊkəs/ （无常用含义，可能是人名）
matura: /məˈtʊərə/  高中毕业会考
maturity: /məˈtjʊərəti/  成熟
mau: /maʊ/  （猫叫声）
maui: /ˈmaʊi/  毛伊岛
mauo: /ˈmaʊoʊ/  （无常用含义，可能是人名）
maurice: /ˈmɔːrɪs/  （人名）
maveric: /ˈmævərɪk/  （错误拼写，应为maverick）
maverick: /ˈmævərɪk/  特立独行的人
mavian: /ˈmeɪviən/ （无常用含义，可能是人名）
max: /mæks/  最大值，马克思
maxentius: /mækˈsɛnʃəs/ （人名）
maxim: /ˈmæksɪm/  格言，箴言
maximan: /ˈmæksɪmən/  （无常用含义，可能是人名）
maximian: /mækˈsɪmiən/  （人名）
maximilan: /ˌmæksɪˈmɪlən/  （人名）
maximized: /ˈmæksɪmaɪzd/  最大化的
maximum: /ˈmæksɪməm/  最大值
maximus: /ˈmæksɪməs/  （人名）
maxwell: /ˈmæksˌwɛl/ （人名）
may: /meɪ/  可能，五月
maya: /ˈmaɪə/  玛雅
mayan: /ˈmaɪən/  玛雅的
mayanist: /ˈmaɪənɪst/  玛雅文化研究者
mayans: /ˈmaɪənz/  玛雅人
mayard: /ˈmeɪɑːrd/ （无常用含义，可能是人名）
maybe: /ˈmeɪbiː/  可能，也许
mayen: /ˈmaɪən/  （无常用含义，可能是地名）
mayflower: /ˈmeɪˌflaʊər/  五月花号
mayhaps: /ˈmeɪhæps/  也许
maze: /meɪz/  迷宫
mbb: /ˌɛmˈbiːˈbiː/ （缩写，含义需根据语境判断）
mbp: /ˌɛmˈbiːˈpiː/  （缩写，含义需根据语境判断）
mbr: /ˌɛmˈbiːˈɑːr/  （缩写，含义需根据语境判断）
mc: /ˌɛmˈsiː/  （缩写，含义需根据语境判断）
mccartney: /məˈkɑːrtni/ （人名）
mccloy: /məˈklɔɪ/  （人名）
mcdonald: /məkˈdɑːnəld/ （人名）
mcdorman: /məkˈdɔːrmən/ （人名）
mcdow: /məkˈdaʊ/ （人名）
mchenry: /məkˈhɛnri/ （人名）
mckinley: /məkˈkɪnli/ （人名）
mcla: /ˌɛmˈsiːˈɛlˈeɪ/  （缩写，含义需根据语境判断）
mcmahan: /məkˈmɑːhən/ （人名）
mcmahon: /məkˈmɑːn/ （人名）
mcmahonland: /məkˈmɑːnˌlænd/ （地名）
mcore: /ˌɛmˈkɔːr/ （缩写，含义需根据语境判断）
mcqueary: /məkˈkwɛri/ （人名）
mcquery: /məkˈkwɛri/ （人名）
me: /miː/  我
mea: /ˈmeɪə/  （拉丁语，我）
meadow: /ˈmɛdəʊ/  草地
meager: /ˈmiːɡər/  贫乏的，不足的
meal: /miːl/  餐，一顿饭
meals: /miːlz/  餐，一顿饭（复数）
mean: /miːn/  意味着，平均的
meaner: /ˈmiːnər/  更刻薄的，更卑鄙的
meaning: /ˈmiːnɪŋ/  意义，含义
meaningful: /ˈmiːnɪŋfəl/  有意义的
meaningfully: /ˈmiːnɪŋfəli/  有意义地
meaningless: /ˈmiːnɪŋləs/  无意义的
meanings: /ˈmiːnɪŋz/  意义们，含义们
means: /miːnz/  方法，手段
meant: /mɛnt/  （动词mean的过去式和过去分词）
meantime: /ˈmiːntaɪm/  同时，期间
meanwhile: /ˈmiːnˌwaɪl/  同时，期间
measles: /ˈmiːzlz/  麻疹
measure: /ˈmɛʒər/  测量，衡量
measured: /ˈmɛʒərd/  测量的，衡量的
measurement: /ˈmɛʒərmənt/  测量，尺寸
measurements: /ˈmɛʒərmənts/  测量值们，尺寸们
measures: /ˈmɛʒərz/  措施，方法，测量
measuring: /ˈmɛʒərɪŋ/  测量的，衡量的
meat: /miːt/  肉
meatballs: /ˈmiːtbɔːlz/  肉丸子
meats: /miːts/  肉类
mecca: /ˈmɛkə/  麦加（伊斯兰教圣地），中心
mechanic: /məˈkænɪk/  技工，机械师
mechanical: /məˈkænɪkl/  机械的
mechanically: /məˈkænɪkli/  机械地
mechanics: /məˈkænɪks/  力学，机械学
